Date,Track,Artist,Album
2017-03-18 11:49:24-03:00,Bailarina - En Vivo,Miranda!,En vivo sin Restricciones!
2017-03-18 11:45:49-03:00,Amiga,Alex Anwandter,Amiga
2017-03-18 11:43:37-03:00,Toxic - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-18 11:40:28-03:00,Tormenta,Alex Anwandter,Rebeldes
2017-03-18 11:37:19-03:00,MAI LOV,Dënver,Sangre Cita
2017-03-18 11:31:51-03:00,Mi Derrota,Dënver,Sangre Cita
2017-03-18 11:28:15-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-03-18 11:23:55-03:00,Bacán tu casa,Gepe,GP
2017-03-18 11:20:05-03:00,Soul Meets Body,Death Cab for Cutie,Plans
2017-03-18 11:17:07-03:00,743,Miranda!,743
2017-03-18 11:15:20-03:00,Long Distance Call,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-18 11:10:34-03:00,Real Slow,Miami Horror,Real Slow
2017-03-18 11:08:22-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-18 11:04:49-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-03-18 11:01:29-03:00,Ahondar en ti,Javiera Mena,Mena
2017-03-18 10:59:09-03:00,Hummer,Foals,Hummer
2017-03-17 08:02:17-03:00,Hola,Miranda!,El Disco De Tu Corazón
2017-03-17 07:59:16-03:00,Visitarte,Fármacos,Estado de Gracia
2017-03-17 07:55:00-03:00,The Fear,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-03-17 07:51:14-03:00,Yo para ti no soy nadie,Dënver,Sangre Cita
2017-03-17 07:48:08-03:00,Sufrir,Javiera Mena,Mena
2017-03-17 07:45:13-03:00,Hummer,Foals,Hummer
2017-03-16 19:57:08-03:00,Stress,Justice,Cross
2017-03-16 19:53:14-03:00,Genesis,Justice,Cross
2017-03-16 19:48:41-03:00,Till the World Ends,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-16 19:45:00-03:00,Siempre Es Viernes en Mi Corazón,Alex Anwandter,Amiga
2017-03-16 19:41:59-03:00,Romix - En vivo,Miranda!,Miranda! Vivo
2017-03-16 19:39:06-03:00,Amar en el campo,Teleradio Donoso,bailar y llorar
2017-03-16 19:35:54-03:00,Real Slow,Miami Horror,Real Slow
2017-03-16 19:30:58-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-03-16 19:28:03-03:00,I Could Say - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-03-16 19:21:12-03:00,You Oughta Know - 2015 Remastered,Alanis Morissette,Jagged Little Pill (Collector's Edition)
2017-03-16 19:16:47-03:00,Imán - En Vivo,Miranda!,Miranda Directo!
2017-03-16 19:12:26-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-16 19:08:34-03:00,For Lovers,Wolfman,The Rough Trade Field Guide To Music Volume One
2017-03-16 19:05:42-03:00,Wannabe - Radio Edit,Spice Girls,Spice
2017-03-16 19:03:36-03:00,Vacaciones en el más allá,Pedropiedra,Cripta y Vida
2017-03-16 19:00:37-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-16 18:56:48-03:00,Bailar y Llorar,Teleradio Donoso,bailar y llorar
2017-03-16 18:49:09-03:00,Belleza,Fármacos,Belleza
2017-03-16 18:46:14-03:00,Hummer,Foals,Hummer
2017-03-16 08:08:44-03:00,Just A Little Bit,Kids of 88,Just A Little Bit
2017-03-16 08:02:21-03:00,Same Old Love,Selena Gomez,Revival (Deluxe)
2017-03-16 07:59:39-03:00,Closer,Tegan and Sara,Heartthrob
2017-03-16 07:57:35-03:00,I Will Follow You Into The Dark,Death Cab for Cutie,Plans
2017-03-16 07:53:45-03:00,Revista De Gimnasia,Dënver,Fuera de Campo
2017-03-16 07:49:25-03:00,Platina,Gepe,GP
2017-03-16 07:45:27-03:00,Hummer,Foals,Hummer
2017-03-15 20:56:17-03:00,Acá Entera,Javiera Mena,Mena
2017-03-15 20:53:04-03:00,12 Minerales,Gepe,Audiovisión
2017-03-15 20:50:00-03:00,Con Un Solo Zapato No Se Puede Caminar,Gepe,GP
2017-03-15 20:46:36-03:00,Get Ur Freak On,Missy Elliott,Miss E...So Addictive
2017-03-15 20:42:06-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-03-15 20:26:59-03:00,Imán - En Vivo,Miranda!,Luna Magistral
2017-03-15 20:23:04-03:00,Sheezus,Lily Allen,Sheezus (Special Edition)
2017-03-15 20:20:10-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-15 20:16:49-03:00,El lado oscuro de tu corazón,Marineros,El Lado Oscuro de Tu Corazón
2017-03-15 20:12:57-03:00,Gives You Hell,The All-American Rejects,When the World Comes Down
2017-03-15 20:08:39-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-03-15 20:04:17-03:00,Hummer,Foals,Hummer
2017-03-15 08:22:08-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-03-15 08:15:58-03:00,Submarino,Marineros,O marineros
2017-03-15 08:13:16-03:00,Un Día Ayer,Gepe,Audiovisión
2017-03-15 08:08:28-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-03-15 08:04:56-03:00,Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!
2017-03-15 08:00:31-03:00,Los Vampiros (feat. Me Llamo Sebastián),Dënver,Sangre Cita
2017-03-15 07:57:22-03:00,Real Slow,Miami Horror,Real Slow
2017-03-15 07:48:45-03:00,Hummer,Foals,Hummer
2017-03-14 18:11:36-03:00,What You Know,Two Door Cinema Club,Tourist History
2017-03-14 18:07:53-03:00,Hummer,Foals,Hummer
2017-03-14 18:02:39-03:00,Naïve,The Kooks,Inside In / Inside Out
2017-03-14 17:56:33-03:00,Dirrty,Christina Aguilera,Stripped
2017-03-14 17:52:06-03:00,Shanana,Alex Anwandter,Rebeldes
2017-03-14 17:47:13-03:00,Hasta la verdad,Javiera Mena,Mena
2017-03-14 17:44:18-03:00,Hummer,Foals,Hummer
2017-03-14 15:11:06-03:00,Ojos Así - En Vivo,Shakira,MTV Unplugged
2017-03-14 15:07:03-03:00,Amiga Mía,Los Prisioneros,Corazones
2017-03-14 15:03:22-03:00,Maldito Amor,Supernova,Supernova
2017-03-14 14:59:15-03:00,Quiero - En Vivo,Miranda!,En vivo sin Restricciones!
2017-03-14 14:55:41-03:00,Danza Rota,Soda Stereo,Obras Cumbres (Parte 2)
2017-03-14 14:51:42-03:00,Tu Y Yo,Supernova,Supernova
2017-03-14 14:48:13-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-03-14 14:43:43-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-03-14 14:40:44-03:00,Radar - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-14 14:37:29-03:00,1901,Phoenix,Wolfgang Amadeus Phoenix
2017-03-14 14:34:08-03:00,Something New,Girls Aloud,Ten (Deluxe Edition)
2017-03-14 14:30:41-03:00,In Too Deep,Sum 41,All Killer No Filler
2017-03-14 14:25:35-03:00,La Belle et la Bête,Babyshambles,Down in Albion
2017-03-14 14:22:02-03:00,Amiga,Alex Anwandter,Amiga
2017-03-14 14:18:14-03:00,profundidad de campo,Dënver,Fuera de Campo
2017-03-14 14:14:59-03:00,Traición - En Vivo,Miranda!,Luna Magistral
2017-03-14 14:11:40-03:00,Toxic - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-14 14:08:45-03:00,Hummer,Foals,Hummer
2017-03-14 08:05:05-03:00,Hummer,Foals,Hummer
2017-03-14 07:59:55-03:00,Take Me Out,Franz Ferdinand,Franz Ferdinand
2017-03-14 07:57:10-03:00,Junk of the Heart (Happy),The Kooks,Junk of the Heart
2017-03-14 07:50:44-03:00,Naïve,The Kooks,Inside In / Inside Out
2017-03-14 07:46:13-03:00,MAI LOV,Dënver,Sangre Cita
2017-03-14 07:43:16-03:00,Hummer,Foals,Hummer
2017-03-14 07:37:43-03:00,Hummer,Foals,Hummer
2017-03-13 21:14:10-03:00,Felicidad,Alex Anwandter,Rebeldes
2017-03-13 21:09:26-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-03-13 21:02:38-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-13 20:58:16-03:00,Como siempre soñé,Javiera Mena,Esquemas juveniles
2017-03-13 20:54:12-03:00,Otra Era,Javiera Mena,Otra Era
2017-03-13 20:51:17-03:00,Wannabe - Radio Edit,Spice Girls,Spice
2017-03-13 20:47:19-03:00,Till the World Ends,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-13 20:44:21-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-13 08:24:26-03:00,Long Distance Call,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-13 08:19:17-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-13 08:13:58-03:00,743,Miranda!,743
2017-03-13 08:10:04-03:00,Real Slow,Miami Horror,Real Slow
2017-03-13 08:07:21-03:00,En La Naturaleza (4-3-2-1-0),Gepe,GP
2017-03-13 08:02:05-03:00,Hangover,TOMASA DEL REAL,Bien Y Mal
2017-03-13 07:57:23-03:00,Hummer,Foals,Hummer
2017-03-11 23:10:23-03:00,Someday You Will Be Loved,Death Cab for Cutie,Plans
2017-03-11 23:07:09-03:00,Real Slow,Miami Horror,Real Slow
2017-03-11 23:02:03-03:00,Yo para ti no soy nadie,Dënver,Sangre Cita
2017-03-11 22:59:26-03:00,Visitarte,Fármacos,Estado de Gracia
2017-03-11 22:56:31-03:00,Intentarlo Todo De Nuevo,Alex Anwandter,Amiga
2017-03-11 22:53:03-03:00,Tell the King - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-11 22:49:16-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2017-03-09 16:34:35-03:00,Noche profunda,Dënver,Sangre Cita
2017-03-09 16:31:24-03:00,Someday You Will Be Loved,Death Cab for Cutie,Plans
2017-03-09 16:27:15-03:00,El Sonido de los Corazones Que Se Quiebran,Alex Anwandter,Amiga
2017-03-09 16:23:23-03:00,Bailar y Llorar,Teleradio Donoso,bailar y llorar
2017-03-09 16:18:59-03:00,Tu juego - En Vivo,Miranda!,Luna Magistral
2017-03-09 16:15:58-03:00,Cabros,Odisea,Odisea
2017-03-09 16:12:16-03:00,Your Heart Is an Empty Room,Death Cab for Cutie,Plans
2017-03-09 16:08:10-03:00,Shape of You,Ed Sheeran,÷ (Deluxe)
2017-03-09 16:05:30-03:00,Where Have You Been,Rihanna,Talk That Talk
2017-03-09 16:02:11-03:00,Super Bass,Nicki Minaj,Pink Friday
2017-03-09 15:56:53-03:00,Don't Stop the Music,Rihanna,Good Girl Gone Bad: Reloaded
2017-03-09 15:54:02-03:00,Dancing On My Own - Radio Version,Robyn,Dancing on My Own
2017-03-09 15:43:08-03:00,This Charming Man,Death Cab for Cutie,You Can Play These Songs With Chords
2017-03-09 08:02:58-03:00,Belleza,Fármacos,Belleza
2017-03-09 07:59:42-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-09 07:51:51-03:00,Hard Out Here,Lily Allen,Sheezus (Special Edition)
2017-03-09 07:47:47-03:00,Pide,Javiera Mena,Otra Era
2017-03-09 07:43:15-03:00,Miedo a Toparme Contigo,Dënver,Totoral
2017-03-09 07:39:11-03:00,Who'd Have Known - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-03-09 07:35:24-03:00,Starboy,The Weeknd,Starboy
2017-03-09 07:31:24-03:00,Tu Y Yo,Supernova,Supernova
2017-03-09 07:28:07-03:00,Tennis Court,Lorde,Pure Heroine
2017-03-09 07:24:29-03:00,No Pero No - En Vivo,Miranda!,Luna Magistral
2017-03-09 07:20:34-03:00,Secretos,Marineros,O marineros
2017-03-09 07:17:05-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-03-09 07:14:16-03:00,Float On,Goldspot,Music From The O.C. Mix 6: Covering Our Tracks (U.S. Version)
2017-03-09 07:11:23-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-08 19:39:02-03:00,Tucán,Miranda!,Magistral
2017-03-08 19:35:03-03:00,Milkshake,Kelis,Tasty
2017-03-08 19:31:06-03:00,En Medio De Una Fiesta,Dënver,"Música, Gramática, Gimnasia"
2017-03-08 19:24:59-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-03-08 19:20:53-03:00,Oh Oh,Marineros,O marineros
2017-03-08 19:16:26-03:00,Espero,Marineros,O marineros
2017-03-08 19:13:08-03:00,Ocean Avenue,Yellowcard,Ocean Avenue
2017-03-08 19:09:24-03:00,El Amanecer,Javiera Mena,Mena
2017-03-08 19:06:20-03:00,Hola,Miranda!,El Disco De Tu Corazón
2017-03-08 19:02:58-03:00,Danza Rota,Soda Stereo,Obras Cumbres (Parte 2)
2017-03-08 18:57:45-03:00,Real Slow,Miami Horror,Real Slow
2017-03-08 18:50:48-03:00,Tu Falta De Querer,Mon Laferte,Mon Laferte (Vol. 1)
2017-03-08 18:48:21-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-08 18:41:45-03:00,Overture/And All That Jazz,Catherine Zeta-Jones,Chicago - Music From The Miramax Motion Picture
2017-03-08 18:38:18-03:00,La Joya,Javiera Mena,Otra Era
2017-03-08 18:34:01-03:00,Green Light,Lorde,Green Light
2017-03-08 08:14:43-03:00,Revista De Gimnasia,Dënver,Fuera de Campo
2017-03-08 08:09:35-03:00,Mi Derrota,Dënver,Sangre Cita
2017-03-08 08:06:15-03:00,Los Vampiros (feat. Me Llamo Sebastián),Dënver,Sangre Cita
2017-03-08 07:56:46-03:00,Acá Entera,Javiera Mena,Mena
2017-03-08 07:50:33-03:00,Hasta la verdad,Javiera Mena,Mena
2017-03-08 07:44:02-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2017-03-08 07:40:30-03:00,"CALIENTE, CALIENTE",Raffaella carrà,Grandes Exitos
2017-03-08 07:36:24-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-03-08 07:33:19-03:00,Long Distance Call,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-08 07:29:06-03:00,Bacán tu casa,Gepe,GP
2017-03-08 07:24:44-03:00,Cordillera,Alex Anwandter,Amiga
2017-03-08 07:21:14-03:00,Lights,Ellie Goulding,Halcyon Days
2017-03-08 07:17:20-03:00,Green Light,Lorde,Green Light
2017-03-07 19:17:03-03:00,Amiga,Alex Anwandter,Amiga
2017-03-07 19:12:12-03:00,Sol de invierno,Javiera Mena,Esquemas juveniles
2017-03-07 19:08:16-03:00,Rare,Gwen Stefani,This Is What the Truth Feels Like
2017-03-07 19:04:49-03:00,In Too Deep,Sum 41,All Killer No Filler
2017-03-07 18:59:51-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-07 18:56:41-03:00,Tucán,Miranda!,Magistral
2017-03-07 18:52:19-03:00,Soul Meets Body,Death Cab for Cutie,Plans
2017-03-07 18:42:46-03:00,Real Slow,Miami Horror,Real Slow
2017-03-07 18:39:50-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2017-03-07 18:37:37-03:00,Green Light,Lorde,Green Light
2017-03-07 08:06:40-03:00,Con Un Solo Zapato No Se Puede Caminar,Gepe,GP
2017-03-07 08:04:05-03:00,Visitarte,Fármacos,Estado de Gracia
2017-03-07 07:58:00-03:00,Green Light,Lorde,Green Light
2017-03-07 07:53:49-03:00,Amar en el campo,Teleradio Donoso,bailar y llorar
2017-03-07 07:49:46-03:00,Music When the Lights Go Out - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-07 07:46:56-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-03-07 07:42:36-03:00,Los Vampiros (feat. Me Llamo Sebastián),Dënver,Sangre Cita
2017-03-07 07:39:33-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-07 07:36:20-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-07 07:30:31-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-07 07:25:33-03:00,Revista De Gimnasia,Dënver,Fuera de Campo
2017-03-07 07:20:41-03:00,Eras mi persona favorita,Teleradio Donoso,Gran Santiago
2017-03-07 07:16:48-03:00,743,Miranda!,743
2017-03-07 07:13:43-03:00,En La Naturaleza (4-3-2-1-0),Gepe,GP
2017-03-07 07:10:49-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-06 18:32:07-03:00,Starboy,The Weeknd,Starboy
2017-03-06 18:29:40-03:00,El Sonido de los Corazones Que Se Quiebran,Alex Anwandter,Amiga
2017-03-06 18:25:38-03:00,Romix - En vivo,Miranda!,Luna Magistral
2017-03-06 18:21:46-03:00,Soul Meets Body,Death Cab for Cutie,Plans
2017-03-06 18:18:01-03:00,Mentía - En Vivo,Miranda!,Luna Magistral
2017-03-06 18:13:42-03:00,Bacán tu casa,Gepe,GP
2017-03-06 18:09:17-03:00,Espero,Marineros,O marineros
2017-03-06 18:05:37-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-03-06 18:00:16-03:00,woRK frOm HoMe,Fifth Harmony,Work from Home
2017-03-06 17:56:52-03:00,National Anthem,Lana Del Rey,Born to Die - The Paradise Edition
2017-03-06 17:52:57-03:00,Green Light,Lorde,Green Light
2017-03-06 08:18:21-03:00,Traición,Alex Anwandter,Amiga
2017-03-06 08:09:24-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-03-06 08:05:25-03:00,Anna,Will Butler,Policy (Deluxe Version)
2017-03-06 08:00:22-03:00,Amiga,Alex Anwandter,Amiga
2017-03-06 07:56:07-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-03-06 07:53:07-03:00,Shape of You,Ed Sheeran,÷ (Deluxe)
2017-03-06 07:51:27-03:00,"Si, Soy una Puta",MUJER LUNA BELLA,"Si, Soy una Puta"
2017-03-06 07:46:48-03:00,Quiero - En Vivo,Miranda!,En vivo sin Restricciones!
2017-03-06 07:44:08-03:00,Felicidad,Alex Anwandter,Rebeldes
2017-03-06 07:38:10-03:00,Pide,Javiera Mena,Otra Era
2017-03-06 07:34:55-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-06 07:30:45-03:00,743,Miranda!,743
2017-03-06 07:25:20-03:00,Tu Falta De Querer,Mon Laferte,Mon Laferte (Vol. 1)
2017-03-06 07:21:49-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-06 07:18:03-03:00,Ocean Avenue,Yellowcard,Ocean Avenue
2017-03-06 07:15:12-03:00,Green Light,Lorde,Green Light
2017-03-05 12:04:19-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-03-05 12:00:00-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2017-03-05 11:57:06-03:00,Fruta y Té,Gepe,GP
2017-03-05 11:53:12-03:00,Green Light,Lorde,Green Light
2017-03-05 03:56:15-03:00,RATA DE DOS PATAS,Paquita La Del Barrio,Mi Historia - Paquita la del Barrio
2017-03-04 21:48:29-03:00,Rebeldes,Alex Anwandter,Rebeldes
2017-03-04 21:44:49-03:00,Quiero Conocer Tu Mundo,Fármacos,Quiero Conocer Tu Mundo
2017-03-04 21:42:08-03:00,Tu juego,Miranda!,El Templo del Pop
2017-03-04 21:37:52-03:00,Traición,Alex Anwandter,Amiga
2017-03-04 21:34:26-03:00,Cabros,Odisea,Odisea
2017-03-04 21:28:59-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-03-04 21:26:03-03:00,I Will Possess Your Heart,Death Cab for Cutie,Narrow Stairs
2017-03-04 21:22:36-03:00,"Easier, Easier",Good Shoes,"No Hope, No Future (Bonus Tracks Version)"
2017-03-04 21:18:34-03:00,Los Vampiros (feat. Me Llamo Sebastián),Dënver,Sangre Cita
2017-03-04 21:04:29-03:00,Los olores de tu alma,Javiera Mena,Otra Era
2017-03-04 20:59:43-03:00,Real Slow,Miami Horror,Real Slow
2017-03-04 16:10:13-03:00,El lado oscuro de tu corazón,Marineros,El Lado Oscuro de Tu Corazón
2017-03-04 16:07:51-03:00,Mentira - En Vivo,Miranda!,En vivo sin Restricciones!
2017-03-04 16:03:54-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-03-04 16:00:40-03:00,Mi Derrota,Dënver,Sangre Cita
2017-03-04 15:55:08-03:00,Amar en el campo,Teleradio Donoso,bailar y llorar
2017-03-04 15:47:26-03:00,Diane Keaton,Dënver,"Música, Gramática, Gimnasia"
2017-03-04 15:43:57-03:00,Oh Oh,Marineros,O marineros
2017-03-04 15:40:41-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-04 15:38:38-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2017-03-04 15:34:42-03:00,Closer,Tegan and Sara,Heartthrob
2017-03-04 15:07:37-03:00,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe)
2017-03-04 15:03:43-03:00,Rockin’,The Weeknd,Starboy
2017-03-04 15:00:09-03:00,Do It Right,Martin Solveig,Do It Right
2017-03-04 14:56:18-03:00,Burn,Ellie Goulding,Halcyon Days
2017-03-04 14:52:55-03:00,Still Falling For You - Laibert Remix,Ellie Goulding,Still Falling For You (Laibert Remix)
2017-03-04 14:50:20-03:00,Booty,Jennifer Lopez,Booty
2017-03-04 14:46:58-03:00,This Is How We Do,Katy Perry,PRISM (Deluxe)
2017-03-04 14:42:01-03:00,On My Mind,Ellie Goulding,Delirium (Deluxe)
2017-03-04 14:35:22-03:00,Who'd Have Known - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-03-04 14:31:17-03:00,Foundations,Kate Nash,Made of Bricks (International Version)
2017-03-04 14:27:33-03:00,Yo no te pido la luna,Javiera Mena,Esquemas juveniles
2017-03-04 14:24:41-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-04 14:01:32-03:00,Green Light,Lorde,Green Light
2017-03-04 13:57:05-03:00,Bailar y Llorar,Teleradio Donoso,bailar y llorar
2017-03-04 13:47:03-03:00,Dirrty,Christina Aguilera,Stripped
2017-03-04 13:42:13-03:00,Tu Falta De Querer,Mon Laferte,Mon Laferte (Vol. 1)
2017-03-04 13:33:12-03:00,Un Día Ayer,Gepe,Audiovisión
2017-03-04 13:29:47-03:00,743,Miranda!,743
2017-03-04 13:26:52-03:00,Real Slow,Miami Horror,Real Slow
2017-03-03 12:13:15-03:00,Pide,Javiera Mena,Otra Era
2017-03-03 12:06:12-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-03-03 11:59:03-03:00,Belleza,Fármacos,Belleza
2017-03-03 11:56:40-03:00,Hola,Miranda!,El Disco De Tu Corazón
2017-03-03 11:50:59-03:00,Closer,Tegan and Sara,Heartthrob
2017-03-03 11:47:41-03:00,Real Slow,Miami Horror,Real Slow
2017-03-03 11:45:30-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-03 11:40:57-03:00,Cómo Puedes Vivir Contigo Mismo?,Alex Anwandter,Rebeldes
2017-03-03 11:36:37-03:00,Bacán tu casa,Gepe,GP
2017-03-03 11:33:44-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-02 16:32:24-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-02 16:29:06-03:00,743,Miranda!,743
2017-03-02 16:23:28-03:00,Traición - En Vivo,Miranda!,Luna Magistral
2017-03-02 16:21:15-03:00,0303456 - 1999 vrs,Raffaella carrà,Fiesta
2017-03-02 16:16:01-03:00,La Carretera,Javiera Mena,Otra Era
2017-03-02 16:11:50-03:00,Un Día Ayer,Gepe,Audiovisión
2017-03-02 16:08:22-03:00,Closer,Tegan and Sara,Heartthrob
2017-03-02 16:06:06-03:00,Sol de invierno,Javiera Mena,Esquemas juveniles
2017-03-02 16:01:51-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-03-02 08:05:09-03:00,Otra Era,Javiera Mena,Otra Era
2017-03-02 07:59:13-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-03-02 07:51:57-03:00,woRK frOm HoMe,Fifth Harmony,Work from Home
2017-03-02 07:47:21-03:00,Fuck Forever,Babyshambles,Down In Albion (International Edition)
2017-03-02 07:43:47-03:00,Platina,Gepe,GP
2017-03-02 07:38:30-03:00,Starboy,The Weeknd,Starboy
2017-03-02 07:35:04-03:00,743,Miranda!,743
2017-03-02 07:32:13-03:00,Rabiosa,Shakira,Sale el Sol
2017-03-02 07:28:44-03:00,Closer,Tegan and Sara,Heartthrob
2017-03-02 07:23:52-03:00,Real Slow,Miami Horror,Real Slow
2017-03-02 07:19:40-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-03-02 07:16:17-03:00,En La Naturaleza (4-3-2-1-0),Gepe,GP
2017-03-02 07:13:24-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-01 19:41:29-03:00,"Suerte (Whenever, Wherever)",Shakira,Grandes Exitos
2017-03-01 19:37:23-03:00,Fighter,Christina Aguilera,Stripped
